,TRIP.CODE,HAUL.CODE,YEAR,Gear.Class,MESH.SIZE.RANGE,TargetAssemblage,metier5,metier6,CHECK
13391,BM420OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
13621,BM420OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
13982,BM420OT,3,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
14200,NY220GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14201,NY220GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14207,NY220GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14227,NY220GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14323,NY220GN,5,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14408,NY220GN,6,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14563,NN120GN,11,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14564,NN120GN,12,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14567,NN120GN,8,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14604,NN120GN,23,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14620,NN120GN,13,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
146471,NN120GN,14,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14725,NN120GN,16,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14825,NN120GN,18,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14846,NN120GN,10,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
14984,NN120GN,24,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
15002,NN120GN,21,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
15092,NN120GN,22,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
15249,NN120GN,19,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
15379,NN120GN,20,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
15416,NN120GN,9,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
15417,NN120GN,15,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
15696,NN120GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
15739,NN120GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
15850,NN120GN,17,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
16148,NN120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
16319,NN120GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
16390,NN120GN,5,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
16391,NN120GN,6,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
16547,NN120GN,7,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
16904,BH320NT,1,2020,OTB,>=120,CRU,OTB_CRU,OTB_CRU_>=120,1
17050,BM220OT,1,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
17057,BM220OT,2,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
17062,WB120OT,3,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
17105,NW220OT,3,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
17222,NW120OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
17449,NW120OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
17622,WB120OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
17813,NW220OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
17834,WB120OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
179881,LE120OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
18210,NW220OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
18688,NN120OT,2,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
18718,NN120OT,1,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
18780,NN120OT,3,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
18940,NN120OT,4,2020,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
19130,BM320OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
19228,HD120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
19239,HD120GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
19407,CH120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
19410,CH120GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
19417,CH120GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
19433,CH120GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
19617,BH220NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
19632,NS420NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
19701,BH420NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
19839,NS420NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
19868,NS320NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
19884,NS320NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20002,NS520NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20181,NS520NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20357,BH220NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20509,NS620NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20522,NS620NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20648,NS720NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
20838,NS720NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
21036,NS120NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
21206,NS220NT,1,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
21800,NS220NT,2,2020,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
22182,PT120OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
22230,PT120OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
22430,SR220GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22437,SR220GN,7,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22477,SR220GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
224931,SR220GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22519,SR120GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22546,SR120GN,7,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22560,SR220GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22599,SR120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22608,SR220GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22633,SR220GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22681,SR120GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22698,SR120GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22717,SR120GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22751,SR120GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22836,NN320GN,6,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22838,LE120GN,8,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22849,LE120GN,5,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22857,NN320GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22864,LE120GN,9,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22869,NN320GN,5,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22925,LE120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22933,LE120GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22942,LE120GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22956,LE120GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22990,LE120GN,6,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23004,LE120GN,7,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23031,PH220GN,5,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23032,PH220GN,6,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23047,NN320GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23073,NN320GN,7,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23132,PH220GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23182,PH220GN,7,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23198,PH220GN,8,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23289,NN320GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23331,PH220GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23339,PH220GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23371,PH320GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23375,PH320GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23387,PH320GN,4,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23439,PH220GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23467,PH220GN,9,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23497,NN320GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23529,NY120GN,3,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23547,NY120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23618,NY120GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
23776,BR220GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23781,BR220GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23784,BR220GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
237871,BR220GN,10,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23788,BR220GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23811,BR220GN,7,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
238131,BR220GN,8,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23825,BR220GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23830,BR220GN,9,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23838,BR220GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23857,LS1200T,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
23909,LS1200T,3,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
23950,LS1200T,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
24459,MY120GN,2,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
24465,MY120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
24556,HS220GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24599,BR120GN,1,2020,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
24723,HS220GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24754,HS220GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24755,HS220GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24782,SR320GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24804,SR320GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24811,SR320GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24827,SR320GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24841,SR320GN,5,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24852,SR320GN,6,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24870,SR320GN,7,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24904,SW220GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24943,SW120GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
24994,SW120GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25137,SW220GN,1,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25185,HS220GN,4,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25227,HS220GN,8,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25239,SW220GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
252681,BR120GN,2,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25281,HS220GN,3,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25485,HS220GN,7,2020,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
25583,LE220OT,1,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
25584,LE220OT,2,2020,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
554,EX219OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
566,EX219OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
804,NN919GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
860,NN919GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
922,NN919GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
997,NN919GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
1018,MY319OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
1232,MY319OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
1446,NN919GN,11,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
1492,NN919GN,12,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
1530,NN919GN,13,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
15891,NN919GN,14,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
1663,NN919GN,15,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
17211,NN919GN,16,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
1772,NW119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
8207,LS119OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
8345,LS119OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
8457,LS119OT,3,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
8992,LE619OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
90721,LE619OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
10179,EX219OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
10902,NN919GN,9,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
11007,NN919GN,6,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
11010,NN919GN,7,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
11023,NN919GN,5,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
19922,NN919GN,8,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
20582,NS1519NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
21072,NN919GN,10,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
218001,LS119OT,4,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
22285,NN1119GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
22791,NY419GN,3,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
22794,NY419GN,4,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
23677,NW419OT,2,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
25080,BM519OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
25919,NY419GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
25943,NY419GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
26072,NN319OT,2,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
26796,NW419OT,1,2019,OTB,70-99,DEF,OTB_DEF,OTB_DEF_70-99,1
28859,NN1119GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
30002,NN1119GN,1,2019,GTR,xxx,DEF,GTR_DEF,GTR_DEF_xxx,1
30241,NN319OT,1,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
41135,NN219GN,1,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41136,NN219GN,32,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41141,NN219GN,35,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41145,NN219GN,41,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41146,NN219GN,28,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41151,NN219GN,36,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41152,NN219GN,33,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41158,NN219GN,43,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41174,NN219GN,25,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41178,NN219GN,19,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41185,NN219GN,24,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41215,NN219GN,13,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41216,NN219GN,27,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41225,NN219GN,2,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41228,NN219GN,42,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41260,NN219GN,7,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41273,NN219GN,37,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41277,NN219GN,5,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41278,NN219GN,6,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41284,NN219GN,16,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41335,NN219GN,20,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41358,NN219GN,8,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41395,NN219GN,3,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41396,NN219GN,29,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41407,NN219GN,15,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41440,NN219GN,12,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41447,NN219GN,31,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41464,NN219GN,26,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41476,NN219GN,21,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41486,NN219GN,30,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41507,NN219GN,38,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41514,NN219GN,39,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41528,NN219GN,9,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41545,NN219GN,34,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41567,NN219GN,46,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41589,NN219GN,14,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41620,NN219GN,22,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41640,NN219GN,44,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41663,NN219GN,40,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41718,NN219GN,23,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41758,NN219GN,45,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41770,NN219GN,17,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41788,NN219GN,4,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41799,NN219GN,10,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41811,NN219GN,18,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41893,NN219GN,11,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
41905,NN219GN,47,2019,GNS,xxx,DEF,GNS_DEF,GNS_DEF_xxx,1
46707,EE219MT,1,2019,OTM,32-69,SPF,OTM_SPF,OTM_SPF_32-69,1
46734,NN519OT,2,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
46737,NN519OT,1,2019,OTB,>=120,DEF,OTB_DEF,OTB_DEF_>=120,1
47008,WN119NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
47009,WN119NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
472701,BM219SD,5,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47272,BM219SD,3,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47273,BM219SD,2,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47274,BM219SD,4,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47276,BM219SD,6,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47278,BM219SD,1,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47290,BM219SD,9,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47296,BM219SD,8,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47331,BM219SD,7,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47445,HL419NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
47448,HL519NT,1,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
47454,HL419NT,2,2019,OTB,70-99,CRU,OTB_CRU,OTB_CRU_70-99,1
47804,PT119SD,1,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47805,PT119SD,6,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47812,PT119SD,10,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47815,PT119SD,32,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47819,PT119SD,5,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47837,PT119SD,12,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47863,PT119SD,27,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47882,PT119SD,14,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47891,PT119SD,2,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47893,PT119SD,19,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47926,PT119SD,15,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47932,PT119SD,7,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47948,PT119SD,30,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47977,PT119SD,29,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
47981,PT119SD,4,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
48126,PT119SD,3,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
48167,PT119SD,31,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
48177,PT119SD,28,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
48211,PT119SD,17,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
48225,PT119SD,18,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
48296,PT119SD,13,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
49927,FH419SD,3,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
49928,FH419SD,6,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
49930,FH419SD,1,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
49938,FH419SD,5,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
49941,FH419SD,4,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
49961,FH419SD,2,2019,DRB,xxx,MOL,DRB_MOL,DRB_MOL_xxx,1
